frame_path,f1_score_200_480p,f1_score_400_480p,f1_score_800_480p,f1_score_1200_480p,f1_score_2200_480p,f1_score_3300_480p,f1_score_5000_480p,f1_score_6500_480p,f1_score_8600_480p,f1_score_10000_480p,f1_score_12000_480p,f1_score_200_720p,f1_score_400_720p,f1_score_800_720p,f1_score_1200_720p,f1_score_2200_720p,f1_score_3300_720p,f1_score_5000_720p,f1_score_6500_720p,f1_score_8600_720p,f1_score_10000_720p,f1_score_12000_720p,f1_score_200_1080p,f1_score_400_1080p,f1_score_800_1080p,f1_score_1200_1080p,f1_score_2200_1080p,f1_score_3300_1080p,f1_score_5000_1080p,f1_score_6500_1080p,f1_score_8600_1080p,f1_score_10000_1080p,f1_score_12000_1080p
0217.JPEG,0.4267331932773109,0.5038690476190476,0.8284129040831921,0.9183766529867761,0.9428430870556107,0.9469696969696969,0.967741935483871,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.967741935483871,0.2807017543859649,0.7456709956709956,0.9667867146858743,0.95503300330033,0.9770918268297418,0.95503300330033,0.9770918268297418,0.9770918268297418,0.9770918268297418,0.9770918268297418,0.9770918268297418,0.26537216828478966,0.7840277777777779,0.9254593175853018,0.9803921568627452,0.9803921568627452,0.9803921568627452,1.0,0.9803921568627452,1.0,1.0,1.0
0218.JPEG,0.38431372549019605,0.6296296296296297,0.6432748538011696,0.6277777777777778,0.6010101010101011,0.5683809523809523,0.616,0.6229508196721312,0.6379310344827586,0.6353276353276353,0.6379310344827586,0.20779220779220783,0.3269230769230769,0.6574923547400612,0.6302521008403361,0.6205962059620597,0.616,0.62534435261708,0.6379310344827586,0.6432748538011696,0.6432748538011696,0.6460176991150443,0.20779220779220783,0.32380952380952377,0.663551401869159,0.6405797101449275,0.6460176991150443,0.6432748538011696,0.6545454545454545,0.663551401869159,1.0,1.0,1.0
0219.JPEG,0.3798449612403101,0.5,0.95,0.95,0.5,0.95,0.95,0.95,0.95,0.95,0.95,0.0,0.8660583941605839,0.5,0.5,0.5,0.5,0.5,0.5,0.95,0.5,0.5,0.0,0.8630434782608696,0.95,0.5,0.95,0.95,0.95,0.95,0.95,1.0,1.0
0220.JPEG,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0221.JPEG,0.0,0.6044444444444445,0.6044444444444445,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0
0222.JPEG,0.0,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.7222222222222222,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.5,0.0,0.8198529411764706,0.5,0.5,0.75,0.75,0.75,0.95,0.95,0.95,1.0
0223.JPEG,0.2272727272727273,0.6666666666666666,0.8888888888888888,0.8666666666666667,0.8484848484848485,0.8484848484848485,0.8666666666666667,1.0,0.9166666666666666,0.6666666666666666,0.6666666666666666,0.0,0.9523809523809524,1.0,1.0,0.9523809523809524,0.9523809523809524,1.0,0.9523809523809524,1.0,1.0,1.0,0.0,0.9263157894736843,1.0,1.0,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,1.0,1.0,1.0
0224.JPEG,0.2684563758389262,0.6017897091722596,0.9629629629629629,0.8888888888888888,0.8888888888888888,0.9629629629629629,0.6666666666666666,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0
0225.JPEG,0.13842567688721533,0.5487179487179488,0.5816021082989409,0.5097210481825866,0.43486757813133525,0.524431270483902,0.4985232754742737,0.49170755673302363,0.6341847905415268,0.5846153846153846,0.5976689976689977,0.048868778280542986,0.2210200056353902,0.46017430845017054,0.6424297924297924,0.7246706509864406,0.7964670057787467,0.6795689488974427,0.7876468359226981,0.877731788911102,0.7652711501346737,0.9510964148973198,0.0,0.1413919413919414,0.6362637362637363,0.6599511599511599,0.8354555026619804,0.8478711571828981,0.8679341351406128,0.8924441962554486,0.9735605251634414,0.9889716018748277,1.0
0226.JPEG,0.5867963454170351,0.5982905982905983,0.9042668399393546,0.8392217101894522,0.8710801393728224,0.9755116959064326,0.9831649831649831,0.9672919672919672,0.961024673895961,0.961024673895961,0.9705215419501133,0.5867963454170351,0.5982905982905983,0.8945868945868946,0.8982905982905982,0.9597288676236045,1.0,0.9824561403508772,0.9824561403508772,0.9824561403508772,0.9824561403508772,0.9824561403508772,0.6399572649572649,0.876984126984127,0.9731379731379732,0.9841269841269842,0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,0.9824561403508772,0.9824561403508772,1.0
0227.JPEG,0.0625,0.4642857142857143,0.4642857142857143,0.5,0.4915254237288135,0.4736842105263158,0.768472906403941,0.7772397094430993,0.7857142857142858,0.7772397094430993,0.7772397094430993,0.2105263157894737,0.43396226415094347,0.5,0.4827586206896552,0.4642857142857143,0.9827586206896552,0.7857142857142858,0.7857142857142858,0.7857142857142858,0.7857142857142858,0.7857142857142858,0.23076923076923075,0.423076923076923,0.8577586206896551,0.9915254237288136,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0228.JPEG,0.6629416112342941,0.5340170940170941,0.7779710144927536,0.7806060606060606,0.5521839080459771,0.5733333333333334,0.5599999999999999,0.5599999999999999,0.76,0.76,0.96,0.5433516915814319,0.38604651162790693,0.7644444444444445,0.5822222222222222,0.7866666666666667,0.9866666666666667,0.9866666666666667,0.9806060606060607,0.9521839080459771,0.96,0.96,0.491231527093596,0.7491666666666668,0.780952380952381,0.6,0.9866666666666667,1.0,1.0,1.0,0.9333333333333332,1.0,1.0
0229.JPEG,0.6011904761904763,0.7799707602339182,0.8701298701298702,0.9444444444444444,1.0,0.9717171717171718,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.95,0.9772727272727273,0.25,0.9166666666666666,0.8883838383838384,0.8272727272727273,0.95,1.0,1.0,1.0,1.0,1.0,1.0,0.4003250270855904,0.85,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0230.JPEG,0.9416282642089094,0.9892445138346777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6738318515812122,0.9661375661375661,1.0,0.9914529914529915,1.0,1.0,1.0,1.0,1.0,0.9914529914529915,1.0,0.8095238095238094,0.8645589383294302,0.990990990990991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0231.JPEG,0.8837789661319073,0.9841269841269842,0.9841269841269842,0.9473684210526315,0.9473684210526315,0.6140350877192983,0.6507936507936508,0.6333333333333333,0.9841269841269842,0.9666666666666667,0.9473684210526315,0.3333333333333333,0.9841269841269842,0.9666666666666667,0.9841269841269842,1.0,1.0,0.9841269841269842,1.0,0.9841269841269842,1.0,1.0,0.253968253968254,0.6445043426175502,0.9841269841269842,0.9841269841269842,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0232.JPEG,0.13533834586466167,0.24498957832291166,0.5324675324675325,0.780952380952381,0.8163265306122449,0.6794871794871795,0.6717933550231688,0.688888888888889,0.7047619047619048,0.688888888888889,0.7047619047619048,0.09836065573770493,0.38961038961038963,0.5165945165945166,0.9451659451659452,0.8181818181818182,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8476190476190476,0.09836065573770493,0.14285714285714285,0.5324675324675325,0.8095238095238094,0.8571428571428571,0.841407867494824,0.8571428571428571,0.8571428571428571,1.0,1.0,1.0
0233.JPEG,0.3403571428571429,0.4567187198766146,0.4797309258275801,0.4816376735195923,0.6959233878053066,0.7014784253051402,0.7005693581780538,0.7086279662366619,0.7086279662366619,0.7086279662366619,0.7086279662366619,0.42374924653405666,0.4497134953566489,0.7014848950332822,0.7005693581780538,0.7095370333637482,0.7434656741108354,0.7077513883965497,0.7434656741108354,0.7077513883965497,0.7425824175824176,0.7156878963330576,0.44556411776328786,0.43057311420143274,0.7183760683760684,0.6770759706243576,0.7095435030918902,0.713389656938044,0.9961538461538462,0.7482142857142857,0.7443681318681319,0.7491039426523297,1.0
0234.JPEG,0.3534390727466829,0.42194211017740435,0.5462407676283063,0.8051282051282052,0.552145928661999,0.7881443298969072,0.4450348984771574,0.6466168879056047,0.821875,0.821875,0.696875,0.3097189695550351,0.4421245421245421,0.4796471134499304,0.8366466653551052,0.9004099444591378,0.6823778195488722,0.9835087719298246,0.8536254295532646,0.9299502212389381,0.9324173265020961,0.9453273809523809,0.3124522244305152,0.4208278767864261,0.8624429223744292,0.835013876040703,0.8796992481203008,0.9060283687943262,0.9945652173913043,0.9397615708274896,0.9588509316770186,0.9642857142857143,1.0
0235.JPEG,0.4988061226981453,0.6116405508588152,0.6683846783891524,0.6557842238018803,0.6771463369795018,0.5981656485097885,0.7217610891523936,0.9517449402400473,0.9119091332983622,0.6542867701404287,0.652049940273592,0.4521089672105031,0.6418633929869284,0.9078210318207494,0.9523223082336383,0.9793406214213667,0.9666172047801664,0.9818139342684203,0.9814773735581188,0.9883356733988551,0.9883356733988551,0.9840799297321037,0.32350062872450935,0.651649220687319,0.7227304714989444,0.9896907216494846,0.9474281038110826,0.9757575757575758,0.995,0.9853990914990266,0.9909495077802477,0.9909495077802477,1.0
0236.JPEG,0.6591821600720378,0.793680485338726,0.657933418083585,0.6876509828446701,0.6815926003563567,0.709393392188336,0.702079107505071,0.76242485597395,0.7010065265739645,0.7031427128635324,0.7010065265739645,0.4579562623635146,0.8741258741258742,0.9857711732711733,0.9209883646592507,0.9640285522260383,0.9708676922087733,0.9406083781827338,0.9779602420051857,0.9345773121578119,0.9427267255216694,0.9236791064740503,0.40817625861889745,0.8982195964954586,0.9572750448494004,0.9069094304388422,0.9769314354208236,0.9807692307692307,0.9704462204462204,0.9587301587301588,0.9752136752136752,1.0,1.0
0237.JPEG,0.2051792828685259,0.6432270916334661,0.7126632262100243,0.584500079101408,0.4787632480675751,0.5756428128872367,0.7256428128872368,0.5717309145880575,0.4785539215686274,0.4785539215686274,0.6503181059657905,0.44383339343671113,0.638646368305209,0.6864990328820115,0.48836316153314385,0.4892851676105924,0.4929078014184397,0.7392851676105924,0.7429078014184397,0.7420118119179223,0.6595744680851063,0.6595744680851063,0.2764096467391304,0.9288357806412946,0.9031656995486782,0.6621863799283154,0.74822695035461,0.9991166077738516,0.9491166077738515,0.9946808510638298,1.0,1.0,1.0
0238.JPEG,0.5695160894129206,0.9797312183300287,0.9860533687159073,0.9703150912106135,0.9690387016229712,0.9544534823845633,0.9635518061864591,0.9656198982041678,0.9681631874940425,0.9648187058886913,0.966076221148685,0.9199799278318103,0.9254318398053707,0.9448334178927786,0.9397923444212474,0.9448334178927786,0.9963099630996309,0.9963099630996309,0.9963099630996309,0.9963099630996309,0.9963099630996309,0.9963099630996309,0.42998370450841933,0.9376062393760624,0.9276220889167437,0.9987789987789988,0.9950980392156863,0.9975490196078431,1.0,0.9987789987789988,0.9987789987789988,0.9987789987789988,1.0
0239.JPEG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0240.JPEG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0241.JPEG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0242.JPEG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7722772277227723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0243.JPEG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0244.JPEG,0.3173684210526316,0.49743589743589745,0.26121212121212123,0.3214117647058824,0.362,0.375609756097561,0.362,0.375609756097561,0.38095238095238093,0.38604651162790693,0.38095238095238093,0.2,0.4590567327409432,0.45168831168831164,0.8556097560975611,0.7033333333333334,0.7470383275261325,0.7160859465737515,0.660952380952381,0.7714285714285715,0.7660859465737515,0.780952380952381,0.03333333333333334,0.5737420474262579,0.5198879551820729,0.6965367965367966,0.9214285714285714,0.9056277056277056,0.9314285714285713,0.666046511627907,0.5722943722943723,0.9623376623376624,1.0
0245.JPEG,0.17610891523935002,0.2951844903064415,0.5277777777777778,0.22764227642276424,0.19819819819819817,0.2638888888888889,0.2814814814814815,0.2898550724637681,0.26356589147286824,0.2222222222222222,0.23333333333333336,0.02666666666666666,0.297719087635054,0.38888888888888884,0.7339869281045752,0.6148148148148148,0.9722222222222222,0.2814814814814815,0.6388888888888888,0.6388888888888888,0.6388888888888888,0.6388888888888888,0.04761904761904762,0.2803030303030303,0.7111459968602826,0.7581699346405228,0.9934640522875817,1.0,1.0,1.0,0.9931972789115647,1.0,1.0
0246.JPEG,0.375,0.25053418803418803,0.35025886101154924,0.4096551724137931,0.4323122529644269,0.44565217391304346,0.43695652173913047,0.46739130434782605,0.47164948453608246,0.46354166666666663,0.46578947368421053,0.11016949152542373,0.4452380952380952,0.5357596482657547,0.4411231884057971,0.578125,0.975,0.9795918367346939,0.7164031620553359,0.981958762886598,0.7238243123336291,0.848824312333629,0.010416666666666666,0.4287037037037037,0.7173913043478262,0.533803974301509,0.9664031620553359,0.46875,0.586383182035356,0.7446808510638298,0.9864422627395979,0.9764784946236559,1.0
0247.JPEG,0.23391053391053393,0.551943916014937,0.6175616345829112,0.7745555057522785,0.7298835185433123,0.7363770250368189,0.7504956549449225,0.7363770250368189,0.7409722222222221,0.7268532155130093,0.774472263132057,0.046875,0.5431743002957395,0.8027078565980168,0.6517126148705096,0.5217799262291938,0.5909718454211129,0.6346454233052171,0.6333333333333333,0.7611111111111111,0.7611111111111111,0.7514619883040936,0.026881720430107527,0.4324728042178489,0.49365215731195117,0.8993051787544464,0.677082956532224,0.911862033855161,0.8955314009661836,0.8253968253968255,0.7837301587301587,0.9292929292929294,1.0
0248.JPEG,0.17593409826419534,0.638960113960114,0.625,0.9166666666666666,1.0,0.8541666666666666,0.9264705882352942,0.9142857142857143,0.8666666666666666,0.8999999999999999,0.8999999999999999,0.27069735486087254,0.5707207207207207,0.8732517482517482,0.9982517482517482,0.9464285714285714,0.9982517482517482,1.0,1.0,1.0,1.0,1.0,0.24976580796252928,0.46818181818181814,0.9166666666666666,0.9807692307692307,1.0,0.9807692307692307,0.9642857142857143,0.9979674796747967,0.9979674796747967,1.0,1.0
0249.JPEG,0.5377677063894073,0.8805237315875614,0.9772727272727273,0.8727064220183485,0.9807692307692307,0.8351648351648352,0.6984126984126985,0.8511904761904763,0.8736263736263736,0.7678571428571429,0.8571428571428572,0.893233029596666,0.7461722488038277,0.9933884297520661,0.9124791492910759,0.9977064220183486,0.9772727272727273,1.0,1.0,1.0,1.0,1.0,0.7436906942474281,0.9347195357833656,0.9124791492910759,0.893539755351682,1.0,0.9545454545454546,1.0,1.0,1.0,1.0,1.0
0250.JPEG,0.41798941798941797,0.5767195767195767,0.4666666666666666,0.5944444444444444,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5666666666666667,0.6666666666666666,0.5666666666666667,0.511904761904762,0.5925925925925926,0.7666666666666666,0.6666666666666666,1.0,0.7999999999999999,0.9111111111111111,0.9666666666666667,0.9285714285714285,0.9444444444444443,0.9666666666666667,0.5499999999999999,0.4444444444444444,0.611111111111111,0.611111111111111,0.7777777777777777,0.9444444444444443,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9444444444444445,1.0
0251.JPEG,0.5920701486847122,0.3951725042634133,0.6635416666666666,0.731758530183727,0.6651162790697673,0.5984251968503937,0.691758530183727,0.6650918635170603,0.6650918635170603,0.4984251968503937,0.6584251968503937,0.39199695121951217,0.7222347206599176,0.5552221074380166,0.76,0.7666666666666666,0.72,0.8584496124031007,0.912735326688815,0.8651162790697674,0.8476190476190476,0.8666666666666666,0.556875,0.7286089238845144,0.6933333333333332,0.82193685102776,0.9142857142857143,0.7969230769230768,0.8933333333333333,0.8916804407713499,0.9333333333333332,0.9584251968503936,1.0
0252.JPEG,0.25924094183421137,0.4054112554112554,0.45074098289201264,0.5055955595559556,0.6868948595264385,0.6918478260869565,0.7119044062733384,0.7135582524271845,0.7174380973884247,0.7188915857605178,0.7135582524271845,0.2936239744124601,0.6089863349628124,0.5380471380471381,0.7654584221748401,0.9451630735212824,0.9758871157732891,0.9817398444669854,0.983681592039801,0.9806451612903226,0.9845149253731342,0.9916066395239586,0.32445132501593654,0.635684709732222,0.7632974910394266,0.9682371156823713,0.9773412698412699,0.9920885330821758,0.9860401459854014,0.9803583278035835,0.9803583278035835,0.9852502194907814,1.0
0253.JPEG,0.11111111111111112,0.5504273504273505,0.748127189008462,0.757917622539097,0.9694949494949494,0.7816840747904579,0.7841491841491842,0.9883838383838384,0.9825108225108226,0.7825108225108226,0.9825108225108226,0.06593406593406592,0.49684210526315786,0.8774314574314573,0.5676885644768856,0.7616422091984311,0.9717171717171716,0.992578849721707,0.9681170532234361,0.9681226053639846,0.9959183673469388,0.9959183673469388,0.06046511627906977,0.31061383061383063,0.9411872146118722,0.7505905550626049,0.9750380517503805,0.7913043478260869,0.9986394557823128,1.0,1.0,1.0,1.0
0254.JPEG,0.967741935483871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.967741935483871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9846153846153847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0255.JPEG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0256.JPEG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.955223880597015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.955223880597015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0257.JPEG,0.9846153846153847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9846153846153847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0258.JPEG,0.9873417721518987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9873417721518987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0259.JPEG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9836065573770492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0260.JPEG,0.8205128205128205,0.9787234042553191,0.9777777777777777,0.8205128205128205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8205128205128205,0.9787234042553191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7804878048780488,0.9787234042553191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0261.JPEG,0.787878787878788,0.8405797101449275,0.9066666666666667,0.9189189189189189,0.8354430379746836,0.8947368421052632,0.9367088607594937,0.9090909090909091,0.9090909090909091,0.9367088607594937,0.9367088607594937,0.9473684210526316,0.961038961038961,0.935064935064935,0.961038961038961,0.961038961038961,0.961038961038961,1.0,1.0,1.0,1.0,1.0,0.5964912280701754,0.961038961038961,0.961038961038961,0.961038961038961,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0262.JPEG,0.6274605897247407,0.6915538132573058,0.6959016393442623,0.7004470938897168,0.7299441925357516,0.9493177884125853,0.9215426649852879,0.8832032266458496,0.9189175123601353,0.8965960837887067,0.9189175123601353,0.6703202439954251,0.815872933750679,0.9488237172663402,0.7403460837887067,0.9678713363139593,0.9587301587301588,0.9587301587301588,0.9944444444444445,0.9587301587301588,0.9777777777777779,0.9777777777777779,0.4098883572567783,0.72367941712204,0.9488237172663402,0.932653776096399,0.9587301587301588,1.0,0.9944444444444445,1.0,1.0,0.9944444444444445,1.0
0263.JPEG,0.9020777064552714,0.8293650793650794,0.7533390167661267,0.8081671415004749,0.903225806451613,0.9876543209876543,0.9937106918238993,0.9876543209876543,0.9791073124406457,0.9791073124406457,0.9851636832768907,0.9068189493721409,0.9866666666666667,1.0,0.9951690821256038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8220909985615868,0.9853339709867687,0.9934640522875817,0.9855806105230863,0.9866666666666667,1.0,1.0,1.0,1.0,0.9934640522875817,1.0
0264.JPEG,0.1888888888888889,0.2698412698412698,0.6051653660349312,0.5226550079491257,0.65316874905916,0.5765765765765766,0.5701754385964912,0.49217391304347824,0.6359401468097121,0.6033017325923504,0.6390160183066362,0.30576923076923074,0.43665158371040724,0.6721898790864308,0.7042857142857143,0.7207132735002362,0.7419354838709677,0.7333333333333334,0.7299086757990868,0.75,0.75,0.75,0.1984126984126984,0.3528138528138528,0.6666666666666666,0.724375,0.7142857142857143,0.75,1.0,1.0,0.9642857142857143,0.9642857142857143,1.0
0265.JPEG,0.5072765072765072,0.5718071012188659,0.5418554982549356,0.5869038973614137,0.6666666666666666,0.6426783479349186,0.6632996632996634,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5307807807807808,0.5432926829268293,0.6389415981446341,0.6568627450980392,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6616915422885572,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.494949494949495,0.5783582089552238,0.6568627450980392,0.6616915422885572,0.6616915422885572,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0
0266.JPEG,0.7755731922398589,0.8803126097646645,0.9681412337662338,0.9932432432432432,0.9778481012658228,0.9837662337662338,0.9864864864864864,0.9837662337662338,0.9743589743589743,0.9743589743589743,0.9766666666666667,0.8597926267281106,0.9718614718614719,0.9704861111111112,0.9930555555555556,0.74,0.7333333333333334,0.736842105263158,0.7337662337662338,0.7337662337662338,0.74,0.74,0.4315363881401617,0.8428571428571429,0.7464788732394366,0.9930555555555556,0.736842105263158,0.74,0.74,0.74,0.75,0.75,1.0
0267.JPEG,0.5865943030973452,0.7301852804940814,0.8652503293807641,0.8594673083305675,0.8612876254180601,0.8631361644759016,0.865133779264214,0.869038208168643,0.8632841022236973,0.994038208168643,0.869038208168643,0.42363318499682134,0.6773406620553359,0.9677458730527784,0.9158395549699898,0.9444444444444444,0.9424242424242424,0.9424242424242424,0.9462686567164179,0.9129353233830846,0.9943609022556391,0.9943609022556391,0.5609877546024558,0.6774898159853913,0.7280936454849498,0.9903634003893576,0.9906015037593985,0.9962686567164178,0.9943609022556391,0.9923076923076923,0.9959835486151276,1.0,1.0
0268.JPEG,0.5119912371728352,0.43998234774933803,0.3202614379084967,0.7269943019943019,0.5468252921083109,0.828546224417784,0.6914519021995659,0.8714707461084273,0.8766425725141321,0.856848977580685,0.8700549572308646,0.36017699115044244,0.8823218641633902,0.4715909090909091,0.8013888888888889,0.6242545511613308,0.8094017094017093,0.6342364532019704,0.9233618233618234,0.9871794871794872,0.976068376068376,0.976068376068376,0.525030525030525,0.43577366586216143,0.5794148380355276,0.566778149386845,0.710727969348659,0.9013574660633483,0.9247126436781609,0.9289085545722714,0.9585622710622711,0.9717656974294142,1.0
0269.JPEG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0270.JPEG,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0271.JPEG,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0272.JPEG,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0273.JPEG,0.7832494637848539,0.8028673835125448,0.75,0.49789915966386555,0.49789915966386555,0.49789915966386555,0.5534547152194211,0.5493572084481175,0.5513888888888889,0.5493572084481175,0.5493572084481175,0.7362052167751649,0.9285714285714286,0.8269230769230769,0.9166666666666666,0.9057971014492753,0.953416149068323,0.972463768115942,0.9314381270903009,0.9057971014492753,0.9423076923076923,0.953416149068323,0.7421052631578947,0.7446808510638298,0.9264705882352942,0.9300867757389497,0.85,0.953416149068323,0.953416149068323,0.972463768115942,0.972463768115942,0.972463768115942,1.0
0274.JPEG,0.6304282160625444,0.702920662598082,0.7096774193548387,0.6538461538461539,0.5,0.6666666666666666,0.6896551724137931,0.5,0.6666666666666666,0.5,0.5,0.69291770762359,0.7371297095197009,0.7250534609650632,0.9986187845303868,1.0,0.75,1.0,0.9772727272727273,0.75,0.75,0.75,0.6974492683321206,0.9964820323936346,1.0,1.0,0.7352941176470589,0.75,1.0,1.0,0.75,0.75,1.0
0275.JPEG,0.9018896447467876,0.9911507936507936,0.9902534113060429,0.9555555555555556,0.8876893087419404,0.6647619047619048,0.6590909090909091,0.6647619047619048,0.6574436090225564,0.8537709215567655,0.6593264771123211,0.9332306421901798,0.9961685823754789,0.9902534113060429,0.9925843529847979,0.998095238095238,1.0,0.998095238095238,0.9961685823754789,0.998095238095238,0.998095238095238,0.998095238095238,0.9333019460138104,0.9961685823754789,0.9942196531791908,0.9902534113060429,1.0,0.9961685823754789,0.9961685823754789,1.0,1.0,1.0,1.0
